Game Title,Game Publisher,Game Platform,Game Genre,Game Release Date,Critic Score,User Score,Year
Wolfenstein: Cyberpilot,Bethesda Softworks,PlayStation 4,Action/Shooter/First-Person/Arcade,2019-07-26,50,3.8,2019.0
Fire Emblem: Three Houses,Nintendo,Switch,Strategy/Turn-Based/Tactics,2019-07-26,89,8.8,2019.0
Wolfenstein: Youngblood,Bethesda Softworks,Switch,Action/Shooter/First-Person/Arcade,2019-07-26,66,3.7,2019.0
Kill la Kill: IF,Arc System Works,PlayStation 4,Action Adventure/General/Action/Fighting/3D,2019-07-26,68,6.5,2019.0
Wolfenstein: Youngblood,Bethesda Softworks,Xbox One,Action/Shooter/First-Person/Arcade,2019-07-26,68,3.1,2019.0
Kill la Kill: IF,Arc System Works,Switch,Action Adventure/General/Action/Fighting/3D,2019-07-26,65,6.7,2019.0
Wolfenstein: Youngblood,Bethesda Softworks,PlayStation 4,Action/Shooter/First-Person/Arcade,2019-07-26,63,3.0,2019.0
Wolfenstein: Youngblood,Bethesda Softworks,PC,Action/Shooter/First-Person/Arcade,2019-07-26,69,2.5,2019.0
The Blackout Club,Question,PC,Action Adventure/Survival,2019-07-29,63,7.2,2019.0
Madden NFL 20,Electronic Arts,Xbox One,Action/Sports/General/Team/Football/Sim,2019-07-30,79,2.0,2019.0
A Short Hike,adamgryu,PC,Adventure/General,2019-07-30,82,8.6,2019.0
Madden NFL 20,Electronic Arts,PlayStation 4,Action/Sports/General/Team/Football/Sim,2019-07-30,76,1.4,2019.0
The Blackout Club,Question,Xbox One,Action Adventure/Survival,2019-07-30,69,7.1,2019.0
Forager,Humble Bundle/HopFrog/Humble Games,Switch,Action Adventure/General,2019-07-30,78,6.7,2019.0
The Blackout Club,Question,PlayStation 4,Action Adventure/Survival,2019-07-30,72,6.4,2019.0
Mutant Year Zero: Road to Eden - Deluxe Edition,Funcom,Switch,Strategy/Turn-Based/Tactics,2019-07-30,71,4.4,2019.0
Mutant Year Zero: Road to Eden - Seed of Evil,Funcom,PC,Strategy/Turn-Based/Tactics,2019-07-30,71,6.3,2019.0
Solo: Islands of the Heart,Merge Games,Switch,Puzzle/Action,2019-08-01,55,tbd,2019.0
Hamsterdam,Muse Games,Switch,Action/Beat-'Em-Up/3D,2019-08-01,54,tbd,2019.0
The Church in the Darkness,Paranoid Productions/Fellow Traveller,PC,Action Adventure/Open-World,2019-08-02,65,7.0,2019.0
The Church in the Darkness,Paranoid Productions/Fellow Traveller,PlayStation 4,Action Adventure/Open-World,2019-08-02,58,5.0,2019.0
The Church in the Darkness,Paranoid Productions/Fellow Traveller,Xbox One,Action Adventure/Open-World,2019-08-02,58,6.5,2019.0
Dry Drowning,VLG,PC,Adventure/Visual Novel,2019-08-02,68,7.9,2019.0
Age of Wonders: Planetfall,Paradox Interactive,PlayStation 4,Strategy/Turn-Based/General/4X,2019-08-06,78,6.6,2019.0
Age of Wonders: Planetfall,Paradox Interactive,Xbox One,Strategy/Turn-Based/General/4X,2019-08-06,85,6.5,2019.0
Metal Wolf Chaos XD,Devolver Digital,PlayStation 4,Simulation/Vehicle/Combat,2019-08-06,63,6.3,2019.0
Age of Wonders: Planetfall,Paradox Interactive,PC,Strategy/Turn-Based/General/4X,2019-08-06,81,7.5,2019.0
Gravity Ghost: Deluxe Edition,Ivy Games LLC,PlayStation 4,Action/General,2019-08-06,79,3.2,2019.0
The Angry Birds Movie 2 VR: Under Pressure,Sony Pictures Digital Entertainment/Sony Pictures,PlayStation 4,Puzzle/Action,2019-08-06,70,7.7,2019.0
Metal Wolf Chaos XD,Devolver Digital,PC,Simulation/Vehicle/Combat,2019-08-06,65,5.7,2019.0
Silver Chains,Headup Games/Headup,PC,Action Adventure/Survival,2019-08-06,51,5.3,2019.0
Metal Wolf Chaos XD,Devolver Digital,Xbox One,Simulation/Vehicle/Combat,2019-08-06,55,6.3,2019.0
Damsel,Screwtape Studios,Xbox One,Action/Platformer/2D,2019-08-07,66,4.4,2019.0
The Forbidden Arts,Stingbot Games/Inc./Stingbot Games,Switch,Action Adventure/Open-World,2019-08-07,50,tbd,2019.0
Gibbous -  A Cthulhu Adventure,Stuck In Attic,PC,Adventure/General/Point-and-Click,2019-08-07,74,6.4,2019.0
Total War: Three Kingdoms - Eight Princes,Sega,PC,Strategy/Real-Time/General,2019-08-08,67,4.0,2019.0
Pillars of Eternity: Complete Edition,Versus Evil,Switch,Role-Playing/Western-Style,2019-08-08,82,2.7,2019.0
Turok 2: Seeds of Evil Remaster,Night Dive Studios/Limited Run Games,Switch,Action/Shooter/First-Person/Arcade,2019-08-09,60,7.1,2019.0
Eliza,Zachtronics Industries,PC,Adventure/Visual Novel,2019-08-12,84,6.4,2019.0
Vicious Circle,Rooster Teeth Games,PC,Adventure/General,2019-08-13,58,6.3,2019.0
Dicey Dungeons,Terry Cavanagh,PC,Strategy/General,2019-08-13,80,7.8,2019.0
Friday The 13th: The Game - Ultimate Slasher Switch Edition,Gun Media,Switch,Action Adventure/Survival,2019-08-13,69,7.8,2019.0
Rebel Galaxy Outlaw,Double Damage Games,PC,Action Adventure/Open-World,2019-08-13,77,5.5,2019.0
Exception,Traxmaster Software,Switch,Action/Platformer/2D,2019-08-13,71,tbd,2019.0
Never Give Up,Armor Games,Switch,Action/Platformer/2D,2019-08-13,78,8.0,2019.0
Ancestors Legacy,Destructive Creations,PlayStation 4,Strategy/Real-Time/General/Command,2019-08-13,74,7.0,2019.0
The Great Perhaps,Daedalic Entertainment,PC,Action/Platformer/2D,2019-08-14,54,6.8,2019.0
Vasara Collection,QUByte Interactive/Strictly Limited Games,Xbox One,Miscellaneous/Compilation,2019-08-14,73,7.2,2019.0
No Man's Sky Beyond,Hello Games,PlayStation 4,Action Adventure/Open-World,2019-08-14,83,8.3,2019.0
DARQ,Unfold Games,PC,Action Adventure/Adventure/General/Linear,2019-08-15,70,7.8,2019.0
Vasara Collection,QUByte Interactive/Strictly Limited Games,Switch,Miscellaneous/Compilation,2019-08-15,74,7.5,2019.0
Ion Fury,3D Realms,PC,Action/General/Shooter/First-Person/Arcade,2019-08-15,79,7.0,2019.0
Here Be Dragons,Red Zero Games,PC,Strategy/Turn-Based/General/Tactics,2019-08-16,69,8.1,2019.0
Grandia HD Collection,GungHo,Switch,Role-Playing/Miscellaneous/Compilation/Japanese-Style,2019-08-16,72,7.3,2019.0
Hotline Miami Collection,Devolver Digital,Switch,Miscellaneous/Compilation,2019-08-19,82,8.1,2019.0
Rad,Bandai Namco Games,PC,Adventure/Action Adventure/General,2019-08-19,71,5.8,2019.0
Remnant: From the Ashes,Perfect World Entertainment,PC,Action/Shooter/Third-Person/Arcade,2019-08-19,78,6.7,2019.0
Erica,Sony Interactive Entertainment/Flavourworks,PlayStation 4,Adventure/General/3D/Third-Person,2019-08-19,69,6.8,2019.0
Remnant: From the Ashes,Perfect World Entertainment,PlayStation 4,Action/Shooter/Third-Person/Arcade,2019-08-20,77,7.1,2019.0
The Yakuza Remastered Collection,Sega,PlayStation 4,Miscellaneous/Compilation,2019-08-20,83,7.8,2019.0
Remnant: From the Ashes,Perfect World Entertainment,Xbox One,Action/Shooter/Third-Person/Arcade,2019-08-20,81,7.3,2019.0
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,Konami,Switch,Strategy/Turn-Based/Card Battle,2019-08-20,79,7.8,2019.0
Truck Racing Championship,Bigben Interactive,PlayStation 4,Racing/Simulation/Automobile,2019-08-20,60,3.7,2019.0
Rad,Bandai Namco Games,Switch,Adventure/Action Adventure/General,2019-08-20,68,6.6,2019.0
Rad,Bandai Namco Games,Xbox One,Adventure/Action Adventure/General,2019-08-20,76,6.1,2019.0
Rad,Bandai Namco Games,PlayStation 4,Adventure/Action Adventure/General,2019-08-20,74,6.5,2019.0
Oninaki,Square Enix,PlayStation 4,Japanese-Style/Role-Playing/Action RPG,2019-08-22,69,5.8,2019.0
Oninaki,Square Enix,Switch,Role-Playing/Action RPG/Japanese-Style,2019-08-22,68,7.1,2019.0
Life is Strange 2: Episode 4 - Faith,Square Enix,PlayStation 4,Action Adventure/Adventure/General/3D/Third-Person,2019-08-22,77,4.7,2019.0
Life is Strange 2: Episode 4 - Faith,Square Enix,PC,Action Adventure/Adventure/General/3D/Third-Person,2019-08-22,82,5.1,2019.0
Mable & The Wood,Triplevision Games,PC,Action/Platformer/2D/Metroidvania,2019-08-23,62,4.3,2019.0
Telling Lies,Annapurna Interactive,PC,Adventure/General,2019-08-23,84,6.0,2019.0
Snooker 19,Ripstone,Switch,Sports/Individual/Billiards,2019-08-23,64,3.6,2019.0
Knights And Bikes,Double Fine Productions/Double Fine Presents,PC,Action Adventure/General,2019-08-26,79,5.3,2019.0
Wreckfest,THQ Nordic,Xbox One,Racing/General/Arcade/Automobile,2019-08-26,83,6.8,2019.0
Control,505 Games,PlayStation 4,Action Adventure/General,2019-08-27,82,7.4,2019.0
World of Warcraft Classic,Blizzard Entertainment,PC,Role-Playing/Miscellaneous/Massively Multiplayer/Board / Card Game,2019-08-27,81,6.1,2019.0
Hunt: Showdown,Crytek,PC,Sci-Fi/Third-Person/Arcade/Action/Shooter/First-Person/Tactical,2019-08-27,81,7.3,2019.0
Wreckfest,THQ Nordic,PlayStation 4,Racing/General/Arcade/Automobile,2019-08-27,82,7.1,2019.0
MXGP 2019,Milestone S.r.l,PlayStation 4,Racing/Arcade/Automobile,2019-08-27,68,3.6,2019.0
Minoria,DANGEN Entertainment,PC,Action Adventure/Adventure/General/Open-World,2019-08-27,73,7.4,2019.0
Whipseey and the Lost Atlas,Blowfish Studios,Switch,Action/Platformer/2D,2019-08-27,54,6.6,2019.0
Control,505 Games,Xbox One,Action Adventure/General,2019-08-27,84,7.7,2019.0
Control,505 Games,PC,Action Adventure/General,2019-08-27,85,7.5,2019.0
Knights and Bikes,Double Fine Productions,PlayStation 4,Action Adventure/General,2019-08-27,79,7.0,2019.0
MXGP 2019,Milestone S.r.l,Xbox One,Racing/Arcade/Automobile,2019-08-27,70,5.6,2019.0
Ancestors: The Humankind Odyssey,Panache Digital Games/Private Division,PC,Action Adventure/General/Survival,2019-08-27,64,5.7,2019.0
Decay of Logos,Rising Star Games,PlayStation 4,Role-Playing/Action RPG,2019-08-27,47,5.3,2019.0
Zombie Army 4: Dead War,Rebellion,PC,Action/Shooter/First-Person/Third-Person/Arcade,2019-08-27,74,4.6,2019.0
Crystar,Spike Chunsoft,PlayStation 4,Role-Playing/General/Action RPG,2019-08-27,67,9.6,2019.0
AER: Memories of Old,Daedalic Entertainment,Switch,Action Adventure/Open-World,2019-08-28,73,6.6,2019.0
Headspun,Superstring,PC,Adventure/General,2019-08-28,51,tbd,2019.0
Vambrace: Cold Soul,Headup Games,Switch,Adventure/General,2019-08-29,59,6.0,2019.0
Agent A: A Puzzle In Disguise,Yak & Co,Switch,Puzzle/General,2019-08-29,79,7.6,2019.0
Heave Ho,Devolver Digital,Switch,Miscellaneous/Adventure/General/Party / Minigame,2019-08-29,80,7.8,2019.0
The Dark Pictures Anthology: Man of Medan,Bandai Namco Games,PC,Action Adventure/Adventure/General/Survival,2019-08-29,75,6.6,2019.0
Blair Witch,Bloober Team,Xbox One,Action Adventure/Survival,2019-08-30,67,6.7,2019.0
The Dark Pictures Anthology: Man of Medan,Bandai Namco Games,PlayStation 4,Action Adventure/Adventure/General/Survival,2019-08-30,69,5.8,2019.0
The Dark Pictures Anthology: Man of Medan,Bandai Namco Games,Xbox One,Action Adventure/Adventure/General/Survival,2019-08-30,69,6.9,2019.0
Astral Chain,Nintendo,Switch,Action Adventure/General,2019-08-30,87,8.9,2019.0
Blair Witch,Bloober Team,PC,Action Adventure/Survival,2019-08-30,69,6.3,2019.0
Catherine: Full Body,Atlus,PlayStation 4,Action Adventure/Survival,2019-09-03,81,8.2,2019.0
Spyro Reignited Trilogy,Activision,Switch,Miscellaneous/Compilation,2019-09-03,79,8.3,2019.0
Final Fantasy VIII Remastered,Square Enix,PC,Role-Playing/Japanese-Style,2019-09-03,73,5.5,2019.0
Final Fantasy VIII Remastered,Square Enix,PlayStation 4,Role-Playing/Japanese-Style,2019-09-03,80,7.3,2019.0
Torchlight II,Perfect World Entertainment,Xbox One,Role-Playing/Action RPG,2019-09-03,78,7.4,2019.0
Final Fantasy VIII Remastered,Square Enix,Switch,Role-Playing/Japanese-Style,2019-09-03,80,7.1,2019.0
Torchlight II,Perfect World Entertainment,PlayStation 4,Role-Playing/Action RPG,2019-09-03,80,5.2,2019.0
Torchlight II,Perfect World Entertainment,Switch,Role-Playing/Action RPG,2019-09-03,81,8.2,2019.0
Children of Morta,Dead Mage,PC,Role-Playing/Adventure/General/Action RPG,2019-09-03,82,8.2,2019.0
Deadly Premonition Origins,Rising Star Games,Switch,Action Adventure/Open-World,2019-09-04,70,7.8,2019.0
Divinity: Original Sin II - Definitive Edition,Larian Studios Games,Switch,Role-Playing/Western-Style,2019-09-04,93,8.4,2019.0
Green Hell,Creepy Jar,PC,Action/Action Adventure/Shooter/Survival/First-Person/Arcade,2019-09-05,78,7.7,2019.0
WRC 8 FIA World Rally Championship,Bigben Interactive,PC,Racing/Arcade/Automobile,2019-09-05,77,5.9,2019.0
River City Girls,Arc System Works/Limited Run Games,Switch,Action/Beat-'Em-Up/2D,2019-09-05,79,7.1,2019.0
Fantasy General II: Invasion,Slitherine,PC,Strategy/General,2019-09-05,80,6.9,2019.0
Headliner: NoviNews,Unbound Creations,Switch,Adventure/General,2019-09-05,75,7.6,2019.0
River City Girls,Arc System Works/Limited Run Games,PlayStation 4,Action/Beat-'Em-Up/2D,2019-09-05,79,6.7,2019.0
NBA 2K20,2K Games,Switch,Sports/Team/Basketball/Sim,2019-09-06,73,1.8,2019.0
Creature in the Well,Flight School Studio,Xbox One,Action Adventure/General,2019-09-06,78,5.9,2019.0
Creature in the Well,Flight School Studio,Switch,Action Adventure/General,2019-09-06,76,7.5,2019.0
NBA 2K20,2K Games,PlayStation 4,Sports/Team/Basketball/Sim,2019-09-06,78,1.4,2019.0
Gears 5,Microsoft Game Studios/Xbox Game Studios,Xbox One,Action/Shooter/Third-Person/Arcade,2019-09-06,84,8.2,2019.0
Monster Hunter: World - Iceborne,Capcom,PlayStation 4,Role-Playing/Action RPG,2019-09-06,89,8.4,2019.0
Monster Hunter: World - Iceborne,Capcom,Xbox One,Role-Playing/Action RPG,2019-09-06,90,8.1,2019.0
NBA 2K20,2K Games,Xbox One,Sports/Team/Basketball/Sim,2019-09-06,80,1.6,2019.0
WRC 8 FIA World Rally Championship,Bigben Interactive,Xbox One,Racing/Arcade/Automobile,2019-09-08,76,6.0,2019.0
GreedFall,Focus Home Interactive,PC,Role-Playing/Action RPG,2019-09-09,72,7.5,2019.0
eFootball PES 2020,Konami,Xbox One,Sports/Team/Soccer/Sim,2019-09-10,82,7.1,2019.0
NHL 20,Electronic Arts,PlayStation 4,Sports/Team/Ice Hockey/Sim,2019-09-10,77,3.8,2019.0
Blasphemous,Team17/The Game Kitchen,PC,Action/Action Adventure/Platformer/Open-World//Metroidvania,2019-09-10,77,6.7,2019.0
NASCAR Heat 4,704Games,Xbox One,Racing/Simulation/Automobile,2019-09-10,74,6.4,2019.0
The Walking Dead: The Telltale Definitive Series,Skybound Games,PlayStation 4,Miscellaneous/Compilation,2019-09-10,82,7.9,2019.0
eFootball PES 2020,Konami,PlayStation 4,Sports/Team/Soccer/Sim,2019-09-10,82,7.5,2019.0
Blasphemous,Team17/The Game Kitchen,Switch,Action/Action Adventure/Platformer/Open-World//Metroidvania,2019-09-10,77,7.8,2019.0
Utawarerumono Zan,NIS America,PlayStation 4,Action/Role-Playing/General/Action RPG,2019-09-10,59,3.8,2019.0
NASCAR Heat 4,704Games,PlayStation 4,Racing/Simulation/Automobile,2019-09-10,70,5.7,2019.0
GreedFall,Focus Home Interactive/Maximum Games,PlayStation 4,Role-Playing/Action RPG,2019-09-10,72,7.6,2019.0
Blasphemous,Team17/The Game Kitchen,Xbox One,Action/Action Adventure/Platformer/Open-World//Metroidvania,2019-09-10,82,7.8,2019.0
WRC 8 FIA World Rally Championship,Bigben Interactive,PlayStation 4,Racing/Arcade/Automobile,2019-09-10,79,5.7,2019.0
Blasphemous,Team17/The Game Kitchen,PlayStation 4,Action/Action Adventure/Platformer/Open-World//Metroidvania,2019-09-10,78,7.8,2019.0
NHL 20,Electronic Arts,Xbox One,Sports/Team/Ice Hockey/Sim,2019-09-10,85,4.4,2019.0
GreedFall,Focus Home Interactive/Maximum Games,Xbox One,Role-Playing/Action RPG,2019-09-10,78,7.7,2019.0
The Walking Dead: The Telltale Definitive Series,Skybound Games,Xbox One,Miscellaneous/Compilation,2019-09-10,85,7.9,2019.0
Gears 5,Microsoft Game Studios/Xbox Game Studios,PC,Action/Shooter/Third-Person/Arcade,2019-09-10,82,6.9,2019.0
The Sinking City,Frogwares,Switch,Action Adventure/Survival,2019-09-12,61,8.0,2019.0
Amnesia Collection,Frictional Games,Switch,Miscellaneous/Compilation,2019-09-12,76,7.7,2019.0
Golazo!,Klabater,Switch,Sports/Team/Soccer/Arcade,2019-09-12,67,5.1,2019.0
Star Wars Pinball,Zen Studios,Switch,Action/Pinball,2019-09-13,86,7.4,2019.0
Borderlands 3,2K Games,PC,Action/Shooter/First-Person/Arcade,2019-09-13,81,5.5,2019.0
Daemon X Machina,Nintendo/Marvelous Entertainment,Switch,Simulation/Vehicle/Combat,2019-09-13,69,7.6,2019.0
Borderlands 3,2K Games,PlayStation 4,Action/Shooter/First-Person/Arcade,2019-09-13,78,6.1,2019.0
Borderlands 3,2K Games,Xbox One,Action/Shooter/First-Person/Arcade,2019-09-13,82,6.1,2019.0
Massira,Factoria Cultural Gestio/S.L.,PlayStation 4,Adventure/3D/Third-Person,2019-09-16,60,5.4,2019.0
Groundhog Day: Like Father Like Son,Sony Pictures Virtual Reality,PlayStation 4,Adventure/3D/First-Person,2019-09-17,62,5.4,2019.0
Daymare: 1998,Invader Studios,PC,Action Adventure/Survival,2019-09-17,62,6.8,2019.0
AI: The Somnium Files,Spike Chunsoft,Switch,Action Adventure/General,2019-09-17,86,8.8,2019.0
AI: The Somnium Files,Spike Chunsoft,PlayStation 4,Action Adventure/General,2019-09-17,78,8.8,2019.0
Jet Kave Adventure,7Levels,Switch,Action/Platformer/2D,2019-09-17,65,6.6,2019.0
Devil's Hunt,1C Entertainment,PC,Action Adventure/General,2019-09-17,47,5.5,2019.0
Rebel Cops,THQ Nordic,PC,Strategy/Turn-Based/Tactics,2019-09-17,69,6.8,2019.0
LEGO Jurassic World,Warner Bros. Interactive Entertainment,Switch,Action Adventure/General,2019-09-17,71,7.5,2019.0
Crying Suns,Alt Shift,PC,Strategy/General,2019-09-18,75,7.6,2019.0
WHAT THE GOLF?,Figment/Inc./Triband/Fig,PC,Sports/Individual/Golf/Arcade,2019-09-19,83,7.8,2019.0
Sayonara Wild Hearts,Annapurna Interactive,PlayStation 4,Action/Rhythm/Music,2019-09-19,82,6.7,2019.0
Overland,Finji,Switch,Strategy/Turn-Based/Tactics,2019-09-19,75,6.7,2019.0
Mutazione,Akupara Games,PC,Adventure/Point-and-Click,2019-09-19,80,7.6,2019.0
GRID Autosport,Codemasters,Switch,Racing/Simulation/Automobile,2019-09-19,79,8.2,2019.0
Puzzle Quest: The Legend Returns,D3 Go!/D3Go,Switch,Puzzle/Matching,2019-09-19,78,7.5,2019.0
Devil May Cry 2,Capcom,Switch,Action Adventure/Linear,2019-09-19,50,7.6,2019.0
Overland,Finji,PC,Strategy/Adventure/Turn-Based/General/Tactics,2019-09-19,69,6.7,2019.0
Mutazione,Die Gute Fabrik/Akupara Games,PlayStation 4,Adventure/Point-and-Click,2019-09-19,76,7.6,2019.0
Sayonara Wild Hearts,Annapurna Interactive,Switch,Action/Rhythm/Music,2019-09-19,84,8.1,2019.0
Ni no Kuni: Wrath of the White Witch Remastered,Bandai Namco Games,PlayStation 4,Role-Playing/Japanese-Style,2019-09-20,86,8.0,2019.0
The Sojourn,Iceberg Interactive,PlayStation 4,Adventure/3D/First-Person,2019-09-20,71,6.7,2019.0
The Legend of Zelda: Link's Awakening,Nintendo,Switch,Action Adventure/Open-World,2019-09-20,87,8.4,2019.0
Ni no Kuni: Wrath of the White Witch,Bandai Namco Games,Switch,Role-Playing/Japanese-Style,2019-09-20,84,7.7,2019.0
The Sojourn,Iceberg Interactive,PC,Adventure/3D/First-Person,2019-09-20,78,6.7,2019.0
The Sojourn,Iceberg Interactive,Xbox One,Adventure/3D/First-Person,2019-09-20,73,6.7,2019.0
Untitled Goose Game,Panic Inc./House House,PC,Simulation/Action Adventure/General/Open-World,2019-09-20,79,6.9,2019.0
Untitled Goose Game,Panic Inc.,Switch,Simulation/Action Adventure/General/Open-World,2019-09-20,81,7.5,2019.0
The Surge 2,Focus Home Interactive,PC,Role-Playing/Action RPG,2019-09-23,76,6.2,2019.0
L.A. Noire: The VR Case Files,Rockstar Games,PlayStation 4,Adventure/3D/First-Person,2019-09-24,81,6.5,2019.0
Contra: Rogue Corps,Konami,Xbox One,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-09-24,56,4.4,2019.0
The Surge 2,Focus Home Interactive,PlayStation 4,Role-Playing/Action RPG,2019-09-24,75,7.0,2019.0
Star Wars Jedi Knight II: Jedi Outcast,Aspyr,Switch,Action Adventure/Linear,2019-09-24,64,5.3,2019.0
Contra: Rogue Corps,Konami,Switch,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-09-24,42,4.8,2019.0
Dead by Daylight,Behaviour Interactive,Switch,Action Adventure/Survival,2019-09-24,61,3.3,2019.0
Contra: Rogue Corps,Konami,PlayStation 4,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-09-24,52,4.0,2019.0
Spellcaster University,Sneaky Yak Studio,PC,Strategy/Adventure/General/Management/Business / Tycoon,2019-09-24,73,7.9,2019.0
FIFA 20,Electronic Arts,PlayStation 4,Sports/Team/Soccer/Sim,2019-09-24,79,1.3,2019.0
Cat Quest II: The Lupus Empire,PQube/The Gentlebros,PC,Action/Role-Playing/General/Action RPG,2019-09-24,76,7.6,2019.0
The Surge 2,Focus Home Interactive,Xbox One,Role-Playing/Action RPG,2019-09-24,78,6.6,2019.0
FIFA 20,Electronic Arts,Xbox One,Sports/Team/Soccer/Sim,2019-09-24,79,1.8,2019.0
Fight'N Rage,sebagamesdev,Switch,Action/Beat-'Em-Up/2D,2019-09-26,79,7.8,2019.0
Gunvolt Chronicles: Luminous Avenger iX,Inti Creates/Limited Run Games,Switch,Action/Platformer/2D,2019-09-26,81,8.0,2019.0
Code Vein,Bandai Namco Games,PC,Role-Playing/Action RPG,2019-09-26,72,7.6,2019.0
Stygian: Reign of the Old Ones,Cultic Games,PC,Adventure/General,2019-09-26,81,8.0,2019.0
Darksiders II: Deathinitive Edition,THQ Nordic,Switch,Action Adventure/Open-World,2019-09-26,77,8.2,2019.0
Northgard,Merge Games/Shiro Games,Switch,Strategy/Turn-Based/Real-Time/4X/Command,2019-09-26,77,7.2,2019.0
Dragon Quest II: Luminaries of the Legendary Line,Square Enix,Switch,Role-Playing/Japanese-Style,2019-09-27,60,6.1,2019.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Square Enix/Nintendo,Switch,Role-Playing/Japanese-Style,2019-09-27,91,8.6,2019.0
FIFA 20: Legacy Edition,Electronic Arts,Switch,Sports/Team/Soccer/Sim,2019-09-27,43,0.9,2019.0
Dragon Quest,Square Enix,Switch,Role-Playing/Japanese-Style,2019-09-27,63,7.0,2019.0
Code Vein,Bandai/Bandai Namco Games,PlayStation 4,Role-Playing/Action RPG,2019-09-27,70,7.8,2019.0
Tropico 6,Kalypso,PlayStation 4,Strategy/Management/Government,2019-09-27,76,6.9,2019.0
Ori and the Blind Forest: Definitive Edition,Xbox Game Studios,Switch,Action/Platformer/2D//Metroidvania,2019-09-27,90,8.5,2019.0
Tropico 6,Kalypso,Xbox One,Strategy/Management/Government,2019-09-27,78,6.0,2019.0
Dragon Quest III: The Seeds of Salvation,Square Enix,Switch,Role-Playing/Japanese-Style,2019-09-27,71,6.9,2019.0
Code Vein,Bandai Namco Games,Xbox One,Role-Playing/Action RPG,2019-09-27,75,7.4,2019.0
Tom Clancy's Ghost Recon: Breakpoint,Ubisoft,Xbox One,Action Adventure/Open-World,2019-10-01,62,3.5,2019.0
Tom Clancy's Ghost Recon: Breakpoint,Ubisoft,PlayStation 4,Action Adventure/Open-World,2019-10-01,56,3.1,2019.0
Destiny 2: Shadowkeep,Activision,PC,Action/Shooter/First-Person/Arcade,2019-10-01,78,5.5,2019.0
Sniper Elite III: Ultimate Edition,Rebellion,Switch,Action/Shooter/Third-Person/Tactical,2019-10-01,73,6.7,2019.0
Destiny 2: Shadowkeep,Activision,PlayStation 4,Action/Shooter/First-Person/Arcade,2019-10-01,73,5.6,2019.0
Destiny 2: Shadowkeep,Activision,Xbox One,Action/Shooter/First-Person/Arcade,2019-10-01,73,6.9,2019.0
80 DAYS,inkle,Switch,Adventure/Visual Novel,2019-10-01,84,7.8,2019.0
Warsaw,gaming company,PC,Role-Playing/Strategy/Turn-Based/General/Tactics,2019-10-02,62,7.2,2019.0
Paranoia: Happiness is Mandatory,Bigben Interactive,PC,Role-Playing/Action RPG,2019-10-03,47,5.5,2019.0
Candleman,Spotlightor Interactive,Switch,Action/Platformer/3D,2019-10-03,75,8.0,2019.0
Neo Cab,Chance Agency,Switch,Adventure/General,2019-10-03,74,6.8,2019.0
Galaxy Champions TV,Silesia Games,Switch,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-10-03,65,4.8,2019.0
Neo Cab,Chance Agency,PC,Adventure/General,2019-10-03,76,5.5,2019.0
Ghostbusters: The Video Game Remastered,MAD DOG GAMES LLC,Switch,Action/General,2019-10-04,73,6.8,2019.0
Tom Clancy's Ghost Recon: Breakpoint,Ubisoft,PC,Action Adventure/Open-World,2019-10-04,58,2.9,2019.0
One Night Stand,Ratalaika Games,Switch,Adventure/Visual Novel,2019-10-04,71,tbd,2019.0
Rain of Reflections: Chapter 1,Lionbite Games,PC,Strategy/Action Adventure/Turn-Based/General,2019-10-04,68,8.0,2019.0
Ghostbusters: The Video Game Remastered,Saber Interactive,Xbox One,Action/General,2019-10-04,68,6.4,2019.0
Ghostbusters: The Video Game Remastered,Saber Interactive,PlayStation 4,Action/General,2019-10-04,66,7.1,2019.0
Trine 4: The Nightmare Prince,Modus Games,Switch,Action/Platformer/2D,2019-10-08,80,7.8,2019.0
John Wick Hex,Good Shepherd Entertainment,PC,Strategy/Turn-Based/Tactics,2019-10-08,74,4.5,2019.0
Reventure,Pixelatto,Switch,Action/Action Adventure/Platformer/Open-World/2D,2019-10-08,83,7.8,2019.0
Yooka-Laylee and the Impossible Lair,Team17,Xbox One,Action/Platformer/2D,2019-10-08,84,6.5,2019.0
Argonus and the Gods of Stone,Zojoi Studios,PC,Action Adventure/General,2019-10-08,68,tbd,2019.0
Yooka-Laylee and the Impossible Lair,Team17,PC,Action/Platformer/2D,2019-10-08,81,6.4,2019.0
Indivisible,505 Games,PlayStation 4,Role-Playing/Action RPG,2019-10-08,77,6.9,2019.0
The Alliance Alive HD Remastered,NIS America,Switch,Role-Playing/Japanese-Style,2019-10-08,74,7.3,2019.0
The Bradwell Conspiracy,Bossa Studios,PC,Adventure/3D/First-Person,2019-10-08,65,6.1,2019.0
Yooka-Laylee and the Impossible Lair,Team17,Switch,Action/Platformer/2D,2019-10-08,81,7.7,2019.0
Indivisible,505 Games,PC,Role-Playing/Action RPG,2019-10-08,78,6.6,2019.0
Trine 4: The Nightmare Prince,Maximum Games/Modus Games,Xbox One,Action/Platformer/2D,2019-10-08,80,7.1,2019.0
